Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsAllInputToPhotonLatency,MsClickToPhotonLatency
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,267.0071,NA,6.70410000000000,7.03680000000000,0.16030000000000,0.43950000000000,8.5198,NA,260.4105,6.7569,6.5966,0.1603,6.4358,0.6003,0.5832,0.0171,-0.3105,260.4105,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,273.9599,NA,6.95280000000000,5.46750000000000,0.23440000000000,0.69460000000000,7.0345,NA,267.1674,7.0269,6.7925,0.2344,6.5724,0.9147,0.9000,0.0147,1.2894,267.1674,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,280.7484,NA,6.78850000000000,8.32840000000000,0.16430000000000,0.34230000000000,8.5744,NA,274.1943,6.7184,6.5541,0.1643,6.1963,0.7001,0.6738,0.0263,-1.3015,274.1943,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,287.3996,NA,6.65120000000000,4.16000000000000,0.18450000000000,0.33080000000000,6.0832,NA,280.9127,6.6714,6.4869,0.1845,6.2074,0.6103,0.5898,0.0205,2.5584,280.9127,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,293.7625,NA,6.36290000000000,8.33940000000000,0.10090000000000,0.29310000000000,8.0597,NA,287.5841,6.2793,6.1784,0.1009,5.8774,0.5941,0.5755,0.0186,-1.6680,287.5841,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,300.2373,NA,6.47480000000000,7.08250000000000,0.09150000000000,0.45590000000000,8.6674,NA,293.8634,6.4654,6.3739,0.0915,6.2157,0.6141,0.5968,0.0173,-0.8032,293.8634,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,306.9507,NA,6.71340000000000,5.41710000000000,0.09180000000000,0.56100000000000,7.3711,NA,300.3288,6.7137,6.6219,0.0918,6.4668,0.7161,0.7000,0.0161,1.0483,300.3288,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,313.7254,NA,6.77470000000000,8.32980000000000,0.10900000000000,0.41220000000000,8.9262,NA,307.0425,6.7919,6.6829,0.1090,6.4950,0.6001,0.5834,0.0167,-1.6161,307.0425,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,320.7998,NA,7.07440000000000,4.17390000000000,0.11000000000000,0.29540000000000,6.0257,NA,313.8344,7.0754,6.9654,0.1100,6.6569,0.6039,0.5835,0.0204,2.6180,313.8344,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,327.1998,NA,6.40000000000000,8.32380000000000,0.17660000000000,0.31670000000000,7.9495,NA,320.9098,6.4666,6.2900,0.1766,5.9869,0.6198,0.6026,0.0172,-1.2484,320.9098,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,333.9711,NA,6.77130000000000,7.13070000000000,0.19560000000000,0.34640000000000,8.3089,NA,327.3764,6.7903,6.5947,0.1956,6.3227,0.6184,0.5954,0.0230,-0.6641,327.3764,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,340.6855,NA,6.71440000000000,5.37110000000000,0.09320000000000,0.49470000000000,6.9656,NA,334.1667,6.6120,6.5188,0.0932,6.2486,0.7649,0.7446,0.0203,1.4192,334.1667,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,347.1096,NA,6.42410000000000,8.33210000000000,0.12180000000000,0.43750000000000,8.8736,NA,340.7787,6.4527,6.3309,0.1218,6.1621,0.6063,0.5887,0.0176,-1.7201,340.7787,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,353.9817,NA,6.87210000000000,4.16150000000000,0.09310000000000,0.61610000000000,6.1630,NA,347.2314,6.8434,6.7503,0.0931,6.5033,0.8631,0.8448,0.0183,2.2912,347.2314,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,360.4530,NA,6.47130000000000,8.34160000000000,0.18280000000000,0.29520000000000,8.0333,NA,354.0748,6.5610,6.3782,0.1828,6.0374,0.6360,0.6157,0.0203,-1.4982,354.0748,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,366.9721,NA,6.51910000000000,7.15140000000000,0.13180000000000,0.47310000000000,8.6656,NA,360.6358,6.4681,6.3363,0.1318,6.1680,0.6414,0.6233,0.0181,-0.5904,360.6358,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,373.5987,NA,6.62660000000000,5.34210000000000,0.10320000000000,0.56240000000000,7.3811,NA,367.1039,6.5980,6.4948,0.1032,6.3375,0.7197,0.7070,0.0127,1.1260,367.1039,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,380.3752,NA,6.77650000000000,8.33900000000000,0.15520000000000,0.38740000000000,8.9436,NA,373.7019,6.8285,6.6733,0.1552,6.4616,0.5991,0.5823,0.0168,-1.7410,373.7019,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,387.6103,NA,7.23510000000000,6.24580000000000,0.19420000000000,0.45750000000000,7.9543,NA,380.5304,7.2741,7.0799,0.1942,6.6998,0.8376,0.8179,0.0197,0.5827,380.5304,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,393.6817,NA,6.07140000000000,6.24840000000000,0.11640000000000,0.35970000000000,8.1313,NA,387.8045,5.9936,5.8772,0.1164,5.6422,0.5947,0.5783,0.0164,1.0257,387.8045,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,400.6299,NA,6.94820000000000,7.20240000000000,0.11090000000000,0.33750000000000,8.3855,NA,393.7981,6.9427,6.8318,0.1109,6.5691,0.6002,0.5814,0.0188,-1.2088,393.7981,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,407.2231,NA,6.59320000000000,5.29670000000000,0.19320000000000,0.67650000000000,7.0890,NA,400.7408,6.6755,6.4823,0.1932,6.1669,0.9919,0.9714,0.0205,1.6460,400.7408,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,413.6196,NA,6.39650000000000,8.33420000000000,0.09600000000000,0.44060000000000,9.0267,NA,407.4163,6.2993,6.2033,0.0960,6.0377,0.6062,0.5894,0.0168,-1.6587,407.4163,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,420.5338,NA,6.91420000000000,6.28560000000000,0.10630000000000,0.40210000000000,8.3981,NA,413.7156,6.9245,6.8182,0.1063,6.6213,0.5990,0.5816,0.0174,0.0137,413.7156,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,427.1112,NA,6.57740000000000,6.21350000000000,0.10200000000000,0.40960000000000,8.0342,NA,420.6401,6.5731,6.4711,0.1020,6.2564,0.6243,0.6037,0.0206,0.7110,420.6401,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,434.0882,NA,6.97700000000000,7.24710000000000,0.08420000000000,0.33620000000000,8.3043,NA,427.2132,6.9592,6.8750,0.0842,6.6117,0.5995,0.5816,0.0179,-0.6740,427.2132,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,440.3246,NA,6.23640000000000,5.27700000000000,0.17710000000000,1.00550000000000,7.3449,NA,434.1724,6.3293,6.1522,0.1771,5.9688,1.1889,1.1736,0.0153,1.6822,434.1724,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,447.3720,NA,7.04740000000000,8.30940000000000,0.17600000000000,0.39300000000000,8.6069,NA,440.5017,7.0463,6.8703,0.1760,6.5159,0.7474,0.7219,0.0255,-1.9801,440.5017,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,453.9348,NA,6.56280000000000,6.32370000000000,0.11960000000000,0.44940000000000,8.3678,NA,447.5480,6.5064,6.3868,0.1196,6.1664,0.6698,0.6537,0.0161,0.7226,447.5480,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,460.4783,NA,6.54350000000000,6.17880000000000,0.16170000000000,0.34230000000000,8.0031,NA,454.0544,6.5856,6.4239,0.1617,6.1612,0.6050,0.5860,0.0190,0.3276,454.0544,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,467.0643,NA,6.58600000000000,7.26890000000000,0.11470000000000,0.47140000000000,8.6860,NA,460.6400,6.5390,6.4243,0.1147,6.2247,0.6710,0.6491,0.0219,-0.6833,460.6400,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,473.8621,NA,6.79780000000000,5.22820000000000,0.20740000000000,0.64910000000000,7.1164,NA,467.1790,6.8905,6.6831,0.2074,6.3621,0.9701,0.9538,0.0163,1.3108,467.1790,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,480.3787,NA,6.51660000000000,8.33600000000000,0.10470000000000,0.41440000000000,8.9358,NA,474.0695,6.4139,6.3092,0.1047,6.1206,0.6030,0.5868,0.0162,-1.4455,474.0695,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,487.0869,NA,6.70820000000000,6.33450000000000,0.08440000000000,0.51560000000000,8.5621,NA,480.4834,6.6879,6.6035,0.0844,6.4239,0.6952,0.6789,0.0163,0.0794,480.4834,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,493.8368,NA,6.74990000000000,6.16390000000000,0.21030000000000,0.36080000000000,7.9761,NA,487.1713,6.8758,6.6655,0.2103,6.4025,0.6238,0.6069,0.0169,0.5240,487.1713,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,500.4255,NA,6.58870000000000,7.31370000000000,0.13850000000000,0.40220000000000,8.7011,NA,494.0471,6.5169,6.3784,0.1385,6.1771,0.6035,0.5855,0.0180,-0.4379,494.0471,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,507.4794,NA,7.05390000000000,5.18160000000000,0.09300000000000,0.43590000000000,6.8288,NA,500.5640,7.0084,6.9154,0.0930,6.6087,0.7426,0.7243,0.0183,1.3353,500.5640,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,513.6499,NA,6.17050000000000,8.33420000000000,0.12760000000000,0.43750000000000,8.9925,NA,507.5724,6.2051,6.0775,0.1276,5.9154,0.5996,0.5823,0.0173,-1.3258,507.5724,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,520.7810,NA,7.13110000000000,6.37630000000000,0.14640000000000,0.67360000000000,8.2377,NA,513.7775,7.1499,7.0035,0.1464,6.7203,0.9568,0.9338,0.0230,-0.1712,513.7775,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,527.1112,NA,6.33020000000000,6.11700000000000,0.18990000000000,0.29160000000000,8.0245,NA,520.9274,6.3737,6.1838,0.1899,5.8514,0.6240,0.6012,0.0228,1.0329,520.9274,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,534.0221,NA,6.91090000000000,7.35660000000000,0.15290000000000,0.29830000000000,8.4702,NA,527.3011,6.8739,6.7210,0.1529,6.4104,0.6089,0.5861,0.0228,-0.9829,527.3011,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,540.4035,NA,6.38140000000000,5.14340000000000,0.10010000000000,0.64000000000000,7.2322,NA,534.1750,6.3286,6.2285,0.1001,5.9732,0.8953,0.8781,0.0172,1.7305,534.1750,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,546.9104,NA,6.50690000000000,8.33950000000000,0.08750000000000,0.45330000000000,9.0648,NA,540.5036,6.4943,6.4068,0.0875,6.2534,0.6067,0.5906,0.0161,-2.0109,540.5036,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,553.5980,NA,6.68760000000000,6.40430000000000,0.09000000000000,0.67440000000000,8.7815,NA,546.9979,6.6901,6.6001,0.0900,6.4385,0.8360,0.8206,0.0154,0.0900,546.9979,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,560.3417,NA,6.74370000000000,6.10330000000000,0.10840000000000,0.36620000000000,8.1411,NA,553.6880,6.7621,6.6537,0.1084,6.4142,0.6057,0.5873,0.0184,0.5868,553.6880,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,567.4941,NA,7.15240000000000,7.38410000000000,0.08470000000000,0.35940000000000,8.3728,NA,560.4501,7.1287,7.0440,0.0847,6.7393,0.6641,0.6422,0.0219,-0.6220,560.4501,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,573.6831,NA,6.18900000000000,5.10500000000000,0.08840000000000,0.75420000000000,7.2888,NA,567.5788,6.1927,6.1043,0.0884,5.8874,0.9711,0.9556,0.0155,2.0237,567.5788,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,580.3086,NA,6.62550000000000,8.35050000000000,0.13050000000000,0.44010000000000,9.0138,NA,573.7715,6.6676,6.5371,0.1305,6.3688,0.6084,0.5915,0.0169,-2.1578,573.7715,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,587.2526,NA,6.94400000000000,6.41240000000000,0.10270000000000,0.40160000000000,8.4822,NA,580.4391,6.9162,6.8135,0.1027,6.6018,0.6133,0.5953,0.0180,0.2552,580.4391,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,593.7960,NA,6.54340000000000,6.07350000000000,0.13370000000000,0.27890000000000,8.0123,NA,587.3553,6.5744,6.4407,0.1337,6.1092,0.6104,0.5898,0.0206,0.8427,587.3553,NA,NA
NMS.exe,14928,0x24E59D4B510,DXGI,0,512,0,Composed: Flip,600.7634,NA,6.96740000000000,7.42530000000000,0.09710000000000,0.40110000000000,8.4702,NA,593.9297,6.9308,6.8337,0.0971,6.6180,0.6168,0.5988,0.0180,-0.8509,593.9297,NA,NA
